ticker,weight
UUP,0.07924292198086812
VGSH,0.07394719360907274
SHY,0.07275931566018445
VCSH,0.05477172074343566
BNDX,0.04887571293059925
EMLC,0.047677750378154235
IEI,0.04160017435839344
VGIT,0.03485069822726907
HYG,0.03465483169410519
MUB,0.031158169573083823
DBC,0.030831910389491787
TIP,0.02470959295186314
AGG,0.019539145143183494
XLI,0.01933970506630355
CORN,0.01733519033384942
INDA,0.015752208519893965
EEM,0.014717401228665898
XLP,0.013706058486390098
VGK,0.013409142015153856
O,0.013025085489172398
SLV,0.012501855352633618
DBA,0.01219735517815086
VTV,0.012155212266488202
XLF,0.011561767898361951
VCIT,0.011230988346150423
VLUE,0.010988363762702274
SPLV,0.010934704903339698
GBTC,0.0103762981055505
VNQI,0.010350687958690484
XLC,0.010124940247806495
EWG,0.009514295211949766
QUAL,0.009234915690846222
XLV,0.008961729212609614
FBTC,0.008738749785372148
ETHE,0.008635803044200089
VYM,0.008517664706914925
IEF,0.008478565369092115
MCHI,0.00825187446150953
PPLT,0.007204791069023
IBIT,0.007159376950416353
USMV,0.007144588539974199
EFA,0.007040988905007165
VUG,0.006813184278614145
XLK,0.006565732422121262
QQQ,0.00649090992443829
SCHD,0.006139439011096149
EWJ,0.005829355877159824
VPL,0.005622119284850481
XLRE,0.005274066518586259
UNG,0.005121786765307835
USO,0.004964422882857586
MTUM,0.004691586788194702
XLU,0.004475819815225631
IWM,0.004371086517600673
EWZ,0.0041630950939530635
SPY,0.003982392039331946
GLD,0.003246174479302455
ETHA,0.003078985805443322
XLB,0.002347380688983386
EMB,0.0015575430897039019
XLY,0.001495209309149377
PSA,0.000520593859257989
EWU,2.9721521036131075e-05
VNQ,8.59339186888644e-06
EZA,8.055142763766942e-07
XLE,2.1104581541939038e-07
LQD,1.7232979699497287e-07
SIZE,1.5631559680387056e-07
TLT,9.684507947935782e-09
